code,name,symptoms,description,test_procedure,medication_desc,medications,symptom_desc,risk_years,less_risk_years,high_risk_race_ethnicity,high_risk_gender,less_risk_race_ethnicity,less_risk_gender
662,Cervical cancer,"{'Pelvic pain': '13', 'Vaginal discharge': '11', 'Heavy menstrual flow': '6', 'Unpredictable menstruation': '5', 'Vaginal itching': '5', 'Intermenstrual bleeding': '5', 'Painful menstruation': '5', 'Vulvar irritation': '3', 'Difficulty eating': '2', 'Jaundice': '2', 'Mass on vulva': '2', 'Swollen abdomen': '2'}"," Also known as Carcinoma Of Cervix Cervical cancer is a malignant neoplasm arising from cells originating in the cervix uteri. One of the most common symptoms of cervical cancer is abnormal vaginal bleeding, but in some cases there may be no obvious symptoms until the cancer has progressed to an advanced stage. Treatment usually consists of surgery (including local excision) in early stages, and chemotherapy and/or radiotherapy in more advanced stages of the disease. Source: Wikipedia,Patients with cervical cancer often receive pelvis exam, biopsy, examination of breast, other diagnostic procedures; female organs, other excision of cervix and uterus, rectal examination, pap smear and standard pregnancy test .","['Pelvis exam', 'Biopsy', 'Examination of breast', 'Other diagnostic procedures; female organs', 'Other excision of cervix and uterus', 'Rectal examination', 'Pap smear', 'Standard pregnancy test']","The most commonly prescribed drugs for patients with cervical cancer include potassium chloride, ortho cyclen, cisplatin, drospirenone / ethinyl estradiol, ethinyl estradiol / norelgestromin, acetic acid topical, etonogestrel/ethinyl estradiol unidentified, paclitaxel (taxol), midrin, norethindrone (loestrin fe), desogestrel / ethinyl estradiol, pegfilgrastim (neulasta) and magnesium hydroxide (m.a.h.) .","['Potassium Chloride', 'Ortho Cyclen', 'Cisplatin', 'Acetic Acid Topical', 'Paclitaxel (Taxol)', 'Midrin', 'Norethindrone (Loestrin Fe)', 'Pegfilgrastim (Neulasta)', 'Magnesium Hydroxide (M.A.H.)']","Within all the people who go to their doctor with cervical cancer, 13% report having pelvic pain, 11% report having vaginal discharge, and 6% report having heavy menstrual flow. The symptoms that are highly suggestive of cervical cancer are vulvar irritation and mass on vulva, although you may still have cervical cancer without those symptoms.","['30-44', '15-29']","['5-14', '1-4', '< 1']",['NA'],['female'],['NA'],['male']
663,Adrenal adenoma,"{'Sharp abdominal pain': '60', 'Sharp chest pain': '41', 'Anxiety and nervousness': '41', 'Shortness of breath': '26', 'Constipation': '26', 'Ache all over': '26', 'Back pain': '26', 'Muscle swelling': '2', 'Low back weakness': '2', 'Elbow cramps or spasms': '2', 'Back weakness': '2', 'Pus in sputum': '2'}"," Also known as Adrenocortical Adenoma A adrenal adenoma is a benign tumor of the glandular type (adenoma) in the adrenal gland. While some adrenal adenomas do not secrete hormones at all (nonfunctional, often diagnosed incidentally as incidentalomas), some secrete cortisol (causing Cushing's syndrome), aldosterone (causing Conn's syndrome), or androgens (causing hyperandrogenism). Source: Wikipedia,Patients with adrenal adenoma often receive urinalysis, magnetic resonance imaging, x-ray computed tomography, other diagnostic procedures (interview; evaluation; consultation), other or therapeutic nervous system procedures, other therapeutic procedures, echocardiography and corneal transplant .","['Urinalysis', 'Magnetic resonance imaging (Mri)', 'X-ray computed tomography (Scan ct)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Other OR therapeutic nervous system procedures', 'Other therapeutic procedures', 'Echocardiography', 'Corneal transplant']","The most commonly prescribed drugs for patients with adrenal adenoma include phenoxybenzamine, rabeprazole (aciphex), polyethylene glycol 3350 (miralax), ferrous sulfate, peginterferon alfa-2b (sylatron), ribavirin, metformin / sitagliptin, calcium-vitamin d, aspirin / dipyridamole, tacrolimus (prograf), bisacodyl (the magic bullet), fosinopril and rosiglitazone (avandia) .","['Phenoxybenzamine', 'Rabeprazole (Aciphex)', 'Polyethylene Glycol 3350 (Miralax)', 'Ferrous Sulfate', 'Peginterferon Alfa-2B (Sylatron)', 'Ribavirin', 'Calcium-Vitamin D', 'Tacrolimus (Prograf)', 'Bisacodyl (The Magic Bullet)', 'Fosinopril', 'Rosiglitazone (Avandia)']","Within all the people who go to their doctor with adrenal adenoma, 60% report having sharp abdominal pain, 41% report having anxiety and nervousness, and 41% report having sharp chest pain. The symptoms that are highly suggestive of adrenal adenoma are muscle swelling, low back weakness, elbow cramps or spasms, back weakness, and pus in sputum, although you may still have adrenal adenoma without those symptoms.",['45-59'],"['75+', '5-14', '1-4']",['NA'],['NA'],['NA'],['NA']
664,Esophagitis,"{'Sharp chest pain': '66', 'Sharp abdominal pain': '53', 'Vomiting': '50', 'Difficulty in swallowing': '47', 'Nausea': '40', 'Heartburn': '39', 'Upper abdominal pain': '33', 'Sore throat': '32', 'Cough': '29', 'Shortness of breath': '24', 'Burning abdominal pain': '22', 'Chest tightness': '19'}"," Esophagitis (or oesophagitis) is inflammation of the esophagus. It may be acute or chronic. Acute esophagitis can be catarrhal or phlegmonous, whereas chronic esophagitis may be hypertrophic or atrophic. Source: Wikipedia,Patients with esophagitis often receive hematologic tests, complete blood count, plain x-ray, electrocardiogram, intravenous fluid replacement, glucose measurement, electrolytes panel and kidney function tests .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Plain x-ray (X ray)', 'Electrocardiogram', 'Intravenous fluid replacement', 'Glucose measurement (Glucose level)', 'Electrolytes panel', 'Kidney function tests (Kidney function test)']","The most commonly prescribed drugs for patients with esophagitis include omeprazole, pantoprazole, lansoprazole (prevacid), midazolam (versed), aluminum hydroxide / magnesium hydroxide, sucralfate (carafate), simethicone (degas), benzocaine topical, atropine / hyoscyamine / phenobarbital / scopolamine, propofol, rabeprazole (aciphex), benzocaine/butamben/tetracaine topical and glucagon .","['Omeprazole', 'Pantoprazole', 'Lansoprazole (Prevacid)', 'Midazolam (Versed)', 'Sucralfate (Carafate)', 'Simethicone (Degas)', 'Benzocaine Topical', 'Propofol', 'Rabeprazole (Aciphex)', 'Glucagon']","Within all the people who go to their doctor with esophagitis, 66% report having sharp chest pain, 53% report having sharp abdominal pain, and 50% report having vomiting. The symptoms that are highly suggestive of esophagitis are difficulty in swallowing and heartburn, although you may still have esophagitis without those symptoms.",['NA'],['NA'],['NA'],['NA'],['NA'],['NA']
665,Gas gangrene,"{'Sharp abdominal pain': '100', 'Shoulder cramps or spasms': '32', 'Excessive anger': '32', 'Ankle pain': '32', 'Wrist pain': '32', 'Pain during pregnancy': '32', 'Facial pain': '32', 'Joint stiffness or tightness': '32', 'Pain or soreness of breast': '32', 'Knee lump or mass': '32', 'Pain in eye': '32', 'Fatigue': '32'}"," Also known as Clostridial Myonecrosis Gas gangrene (also known as ""Clostridial myonecrosis"", and ""Myonecrosis"") is a bacterial infection that produces gas in tissues in gangrene. It is a deadly form of gangrene usually caused by Clostridium perfringens bacteria. It is a medical emergency. Source: Wikipedia,Patients with gas gangrene often receive corneal transplant, transurethral resection of prostate (turp), coronary thrombolysis, control of epistaxis, ct scan abdomen, procedures on spleen, bone marrow transplant and removal of ectopic pregnancy .","['Corneal transplant', 'Transurethral resection of prostate (TURP) (Turp)', 'Coronary thrombolysis', 'Control of epistaxis', 'CT scan abdomen (Ct of abdomen)', 'Procedures on spleen (Spleen operation)', 'Bone marrow transplant (Bmt)', 'Removal of ectopic pregnancy']","The most commonly prescribed drugs for patients with gas gangrene include meropenem, chlorpheniramine / phenindamine / phenylpropanolamine, air, mecamylamine, troleandomycin, indium oxyquinoline in-111 (indium in-111 oxyquinoline), pipecuronium (arduan), grepafloxacin (raxar), rabbit anti-human t-lymphocyte globulin (thymoglobulin), iopanoic acid, conjugated estrogens topical, malathion topical and gemtuzumab (mylotarg) .","['Meropenem', 'Air', 'Mecamylamine', 'Troleandomycin', 'Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)', 'Pipecuronium (Arduan)', 'Grepafloxacin (Raxar)', 'Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)', 'Iopanoic Acid', 'Conjugated Estrogens Topical', 'Malathion Topical', 'Gemtuzumab (Mylotarg)']","Within all the people who go to their doctor with gas gangrene, 100% report having sharp abdominal pain, 32% report having preoccupation with sex, and 32% report having wrist cramps or spasms. The symptoms that are highly suggestive of gas gangrene are sharp abdominal pain, shoulder cramps or spasms, joint stiffness or tightness, and knee lump or mass, although you may still have gas gangrene without those symptoms.",['1-4'],['NA'],['white'],['female'],['NA'],['NA']
666,Yeast infection,"{'Vaginal itching': '62', 'Vaginal discharge': '58', 'Skin rash': '52', 'Diaper rash': '31', 'Sharp abdominal pain': '29', 'Itching of skin': '29', 'Suprapubic pain': '23', 'Painful urination': '23', 'Frequent urination': '19', 'Problems during pregnancy': '19', 'Pelvic pain': '17', 'Vaginal pain': '14'}"," Also known as Candidiasis, Thrush, Candidosis, and Moniliasis Candidiasis or thrush is a fungal infection (mycosis) of any of the Candida species (all yeasts), of which Candida albicans is the most common. Also commonly referred to as a yeast infection, candidiasis is also technically known as candidosis, moniliasis, and oidiomycosis. Source: Wikipedia,Patients with yeast infection often receive urinalysis, pelvis exam, complete physical skin exam performed (ml), examination of breast, standard pregnancy test, chlamydia test, microscopic examination (bacterial smear; culture; toxicology) and rectal examination .","['Urinalysis', 'Pelvis exam', 'Complete physical skin exam performed (ML)', 'Examination of breast', 'Standard pregnancy test', 'Chlamydia test', 'Microscopic examination (bacterial smear; culture; toxicology)', 'Rectal examination']","The most commonly prescribed drugs for patients with yeast infection include fluconazole (diflucan), nystatin topical product, clotrimazole topical, miconazole topical product, terconazole topical, ortho cyclen, betamethasone-clotrimazole topical, portia, butoconazole topical, zinc oxide topical, pentosan polysulphate sodium (elmiron), desogestrel / ethinyl estradiol and selenium sulfide topical .","['Fluconazole (Diflucan)', 'Nystatin Topical Product', 'Clotrimazole Topical', 'Miconazole Topical Product', 'Terconazole Topical', 'Ortho Cyclen', 'Betamethasone-Clotrimazole Topical', 'Portia', 'Butoconazole Topical', 'Zinc Oxide Topical', 'Pentosan Polysulphate Sodium (Elmiron)', 'Selenium Sulfide Topical']","Within all the people who go to their doctor with yeast infection, 62% report having vaginal itching, 58% report having vaginal discharge, and 52% report having skin rash. The symptoms that are highly suggestive of yeast infection are vaginal itching, vaginal discharge, diaper rash, and vaginal pain, although you may still have yeast infection without those symptoms.","['15-29', '< 1']",['NA'],['NA'],['female'],['NA'],['NA']
667,Spina bifida,"{'Back pain': '35', 'Skin lesion': '33', 'Headache': '25', 'Involuntary urination': '12', 'Joint pain': '9', 'Disturbance of memory': '9', 'Drainage in throat': '5', 'Eye moves abnormally': '5', 'Feet turned in': '5', 'Ringing in ear': '5', 'Poor circulation': '5', 'Leg weakness': '5'}"," Also known as Spinal Dysraphism Spina bifida (Latin: ""split spine"") is a developmental congenital disorder caused by the incomplete closing of the embryonic neural tube. Some vertebrae overlying the spinal cord are not fully formed and remain unfused and open. If the opening is large enough, this allows a portion of the spinal cord to protrude through the opening in the bones. There may or may not be a fluid-filled sac surrounding the spinal cord. Other neural tube defects include anencephaly, a condition in which the portion of the neural tube that will become the cerebrum does not close, and encephalocele, which results when other parts of the brain remain unfused. Source: Wikipedia,Patients with spina bifida often receive radiographic imaging procedure, complete physical skin exam performed (ml), plain x-ray, wound care management, physical therapy exercises, magnetic resonance imaging, ultrasonography and rectal examination .","['Radiographic imaging procedure', 'Complete physical skin exam performed (ML)', 'Plain x-ray (X ray)', 'Wound care management', 'Physical therapy exercises (Exercises)', 'Magnetic resonance imaging (Mri)', 'Ultrasonography (Ultrasound)', 'Rectal examination']","The most commonly prescribed drugs for patients with spina bifida include oxybutynin, polyethylene glycol 3350 (miralax), budesonide, sennosides, usp (perdiem), guar gum, oxcarbazepine (trileptal), tobramycin (tobi), epoetin alfa (procrit), cromolyn (viz-on), somatropin, cellulose, calcium acetate and simethicone (degas) .","['Oxybutynin', 'Polyethylene Glycol 3350 (Miralax)', 'Budesonide', 'Sennosides, Usp (Perdiem)', 'Guar Gum', 'Oxcarbazepine (Trileptal)', 'Tobramycin (Tobi)', 'Epoetin Alfa (Procrit)', 'Cromolyn (Viz-On)', 'Somatropin', 'Cellulose', 'Calcium Acetate', 'Simethicone (Degas)']","Within all the people who go to their doctor with spina bifida, 35% report having back pain, 33% report having skin lesion, and 25% report having headache. The symptoms that are highly suggestive of spina bifida are eye moves abnormally, feet turned in, and poor circulation, although you may still have spina bifida without those symptoms.","['5-14', '1-4', '< 1']",['NA'],['NA'],['NA'],['NA'],['NA']
668,Drug poisoning due to medication,"{'Depressive or psychotic symptoms': '53', 'Depression': '48', 'Drug abuse': '18', 'Fainting': '15', 'Abusing alcohol': '15', 'Sleepiness': '12', 'Slurring words': '10', 'Allergic reaction': '10', 'Fluid retention': '7', 'Delusions or hallucinations': '7', 'Lip swelling': '7', 'Stiffness all over': '7'}"," A poison is any substance that is harmful to your body. You might swallow it, inhale it, inject it or absorb it through your skin. Poisons can include Prescription or over-the-counter medicines taken in doses that are too high Overdoses of illegal drugs Carbon monoxide from gas appliances Household products, such as laundry powder or furniture polish Pesticides Indoor or outdoor plants Metals such as lead and mercury The dangers of poisoning range from short-term illness to brain damage, coma and death. To prevent poisoning it is important to use and store products exactly as their labels say. Keep dangerous products where children can't get to them. Treatment for poisoning depends on the type of poison. If you suspect someone has been poisoned, call your local poison control center right away. Source: MedlinePlus,Patients with drug poisoning due to medication often receive hematologic tests, complete blood count, electrocardiogram, intravenous fluid replacement, urinalysis, kidney function tests, glucose measurement and electrolytes panel .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Electrocardiogram', 'Intravenous fluid replacement', 'Urinalysis', 'Kidney function tests (Kidney function test)', 'Glucose measurement (Glucose level)', 'Electrolytes panel']","The most commonly prescribed drugs for patients with drug poisoning due to medication include charcoal, naloxone (suboxone), haloperidol, acetylcysteine, sodium bicarbonate, lamivudine, thiamine, flumazenil, stavudine (zerit), kaletra, magnesium sulfate, ritonavir (norvir) and sorbitol .","['Charcoal', 'Naloxone (Suboxone)', 'Haloperidol', 'Acetylcysteine', 'Sodium Bicarbonate', 'Lamivudine', 'Thiamine', 'Flumazenil', 'Stavudine (Zerit)', 'Kaletra', 'Magnesium Sulfate', 'Ritonavir (Norvir)', 'Sorbitol']","Within all the people who go to their doctor with drug poisoning due to medication, 53% report having depressive or psychotic symptoms, 48% report having depression, and 18% report having drug abuse. The symptoms that are highly suggestive of drug poisoning due to medication are slurring words and stiffness all over, although you may still have drug poisoning due to medication without those symptoms.",['15-29'],['NA'],['NA'],['NA'],['NA'],['NA']
669,Alcoholic liver disease,"{'Sharp abdominal pain': '61', 'Abusing alcohol': '50', 'Peripheral edema': '37', 'Abdominal distention': '28', 'Diarrhea': '28', 'Abnormal involuntary movements': '22', 'Vomiting blood': '22', 'Blood in stool': '22', 'Upper abdominal pain': '16', 'Weight gain': '16', 'Stomach bloating': '9', 'Kidney mass': '9'}"," Alcoholic liver disease is a term that encompasses the hepatic manifestations of alcohol overconsumption, including fatty liver, alcoholic hepatitis, and chronic hepatitis with hepatic fibrosis or cirrhosis. It is the major cause of liver disease in Western countries. Although steatosis (fatty liver) will develop in any individual who consumes a large quantity of alcoholic beverages over a long period of time, this process is transient and reversible. Of all chronic heavy drinkers, only 15–20% develop hepatitis or cirrhosis, which can occur concomitantly or in succession. Source: Wikipedia,Patients with alcoholic liver disease often receive hematologic tests, complete blood count, radiographic imaging procedure, glucose measurement, intravenous fluid replacement, electrolytes panel, urinalysis and plain x-ray .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Radiographic imaging procedure', 'Glucose measurement (Glucose level)', 'Intravenous fluid replacement', 'Electrolytes panel', 'Urinalysis', 'Plain x-ray (X ray)']","The most commonly prescribed drugs for patients with alcoholic liver disease include furosemide, spironolactone, lactulose, folic acid, pantoprazole, thiamine, propranolol, digoxin, nadolol, octreotide, midodrine, zinc sulfate and tacrolimus (prograf) .","['Furosemide', 'Spironolactone', 'Lactulose', 'Folic Acid', 'Pantoprazole', 'Thiamine', 'Propranolol', 'Digoxin', 'Nadolol', 'Octreotide', 'Midodrine', 'Zinc Sulfate', 'Tacrolimus (Prograf)']","Within all the people who go to their doctor with alcoholic liver disease, 61% report having sharp abdominal pain, 50% report having abusing alcohol, and 37% report having peripheral edema. The symptoms that are highly suggestive of alcoholic liver disease are abusing alcohol, abdominal distention, vomiting blood, blood in stool, and kidney mass, although you may still have alcoholic liver disease without those symptoms.",['45-59'],"['5-14', '1-4', '< 1']",['NA'],['male'],['NA'],['NA']
670,Malignant hypertension,"{'Sharp chest pain': '66', 'Headache': '60', 'Shortness of breath': '51', 'Vomiting': '38', 'Depressive or psychotic symptoms': '27', 'Dizziness': '27', 'Seizures': '27', 'Loss of sensation': '20', 'Peripheral edema': '20', 'Insomnia': '20', 'Focal weakness': '20', 'Lower body pain': '11'}"," A hypertensive emergency (formerly called ""malignant hypertension"") is severe hypertension (high blood pressure) with acute impairment of one or more organ systems (especially the central nervous system, cardiovascular system and/or the renal system) that can result in irreversible organ damage. In a hypertensive emergency, the blood pressure should be substantially lowered over a period of minutes to hours with an antihypertensive agent. Source: Wikipedia,Patients with malignant hypertension often receive hematologic tests, complete blood count, electrocardiogram, radiographic imaging procedure, plain x-ray, intravenous fluid replacement, glucose measurement and kidney function tests .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Electrocardiogram', 'Radiographic imaging procedure', 'Plain x-ray (X ray)', 'Intravenous fluid replacement', 'Glucose measurement (Glucose level)', 'Kidney function tests (Kidney function test)']","The most commonly prescribed drugs for patients with malignant hypertension include labetalol, nitroglycerin, clonidine, hydralazine, nicardipine, hydrochlorothiazide / lisinopril, hydrochlorothiazide / triamterene, nitroprusside, amlodipine / valsartan, chlorpheniramine/pe/ppa/phenyltoloxamine, aspirin / caffeine, mexiletine and estropipate (ogen) .","['Labetalol', 'Nitroglycerin', 'Clonidine', 'Hydralazine', 'Nicardipine', 'Nitroprusside', 'Mexiletine', 'Estropipate (Ogen)']","Within all the people who go to their doctor with malignant hypertension, 66% report having sharp chest pain, 60% report having headache, and 51% report having shortness of breath. The symptoms that are highly suggestive of malignant hypertension are focal weakness, although you may still have malignant hypertension without those symptoms.","['75+', '60-74', '45-59']","['5-14', '1-4', '< 1']",['black'],['NA'],['NA'],['NA']
671,Diverticulitis,"{'Sharp abdominal pain': '87', 'Lower abdominal pain': '60', 'Diarrhea': '49', 'Nausea': '48', 'Vomiting': '40', 'Burning abdominal pain': '35', 'Fever': '28', 'Side pain': '26', 'Blood in stool': '22', 'Upper abdominal pain': '18', 'Constipation': '17', 'Chills': '14'}"," Diverticulitis is a common digestive disease which involves the formation of pouches (diverticula) within the bowel wall. This process is known as diverticulosis, and typically occurs within the large intestine, or colon, although it can occasionally occur in the small intestine as well. Diverticulitis results when one of these diverticula becomes inflamed. Source: Wikipedia,Patients with diverticulitis often receive hematologic tests, complete blood count, radiographic imaging procedure, urinalysis, x-ray computed tomography, intravenous fluid replacement, kidney function tests and glucose measurement .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Radiographic imaging procedure', 'Urinalysis', 'X-ray computed tomography (Scan ct)', 'Intravenous fluid replacement', 'Kidney function tests (Kidney function test)', 'Glucose measurement (Glucose level)']","The most commonly prescribed drugs for patients with diverticulitis include metronidazole, ciprofloxacin, levofloxacin (levaquin), zosyn, diatrizoate, iohexol (omnipaque), psyllium, barium sulfate, clavulanate / ticarcillin, iopamidol (isovue), sulfamethoxazole (bactrim), besifloxacin ophthalmic and ertapenem .","['Metronidazole', 'Ciprofloxacin', 'Levofloxacin (Levaquin)', 'Zosyn', 'Diatrizoate', 'Iohexol (Omnipaque)', 'Psyllium', 'Barium Sulfate', 'Iopamidol (Isovue)', 'Sulfamethoxazole (Bactrim)', 'Besifloxacin Ophthalmic', 'Ertapenem']","Within all the people who go to their doctor with diverticulitis, 87% report having sharp abdominal pain, 60% report having lower abdominal pain, and 49% report having diarrhea. The symptoms that are highly suggestive of diverticulitis are lower abdominal pain, although you may still have diverticulitis without those symptoms.","['75+', '60-74', '45-59']",['1-4'],['NA'],['NA'],['NA'],['NA']
672,Moyamoya disease,"{'Blindness': '54', 'Headache': '54', 'Depressive or psychotic symptoms': '54', 'Loss of sensation': '54', 'Seizures': '54', 'Itchy eyelid': '5', 'Wrist weakness': '5', 'Excessive growth': '5', 'Elbow cramps or spasms': '5', 'Elbow weakness': '5', 'Nailbiting': '5', 'Hip stiffness or tightness': '5'}"," Moyamoya syndrome is a disease in which certain arteries in the brain are constricted. Blood flow is blocked by the constriction, and also by blood clots (thrombosis). Source: Wikipedia,Patients with moyamoya disease often receive hematologic tests, psychotherapy, other diagnostic procedures (interview; evaluation; consultation), other therapeutic procedures, magnetic resonance imaging, corneal transplant, procedures on spleen and removal of ectopic pregnancy .","['Hematologic tests (Blood test)', 'Psychotherapy', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Other therapeutic procedures', 'Magnetic resonance imaging (Mri)', 'Corneal transplant', 'Procedures on spleen (Spleen operation)', 'Removal of ectopic pregnancy']","The most commonly prescribed drugs for patients with moyamoya disease include aspirin, carbamazepine, risperidone, folic acid, scopolamine, hydroxyurea, glycopyrrolate, zonisamide, chlorhexidine topical, metaxalone (skelaxin), labetalol, levetiracetam (keppra) and hydrochlorothiazide / triamterene .","['Aspirin', 'Carbamazepine', 'Risperidone', 'Folic Acid', 'Scopolamine', 'Hydroxyurea', 'Glycopyrrolate', 'Zonisamide', 'Chlorhexidine Topical', 'Metaxalone (Skelaxin)', 'Labetalol', 'Levetiracetam (Keppra)']","Within all the people who go to their doctor with moyamoya disease, 54% report having blindness, 54% report having loss of sensation, and 54% report having seizures. The symptoms that are highly suggestive of moyamoya disease are blindness, itchy eyelid, wrist weakness, excessive growth, elbow cramps or spasms, elbow weakness, nailbiting, and hip stiffness or tightness, although you may still have moyamoya disease without those symptoms.","['5-14', '1-4']","['60-74', '45-59']",['black'],['NA'],['NA'],['NA']
673,Heat exhaustion,"{'Dizziness': '80', 'Weakness': '68', 'Headache': '64', 'Fainting': '61', 'Vomiting': '58', 'Nausea': '58', 'Sharp chest pain': '42', 'Fluid retention': '37', 'Shortness of breath': '30', 'Leg cramps or spasms': '30', 'Feeling hot': '30', 'Sweating': '30'}"," Also known as Heat Prostration Heat illness or heat-related illness is a spectrum of disorders due to environmental heat exposure. It includes minor conditions such as heat cramps, heat syncope, and heat exhaustion as well as the more severe condition known as heat stroke. Heat stroke is defined as a body temperature of greater than 40.6 °C (105.1 °F) due to environmental heat exposure with lack of thermoregulation. This is distinct from a fever, where there is a physiological increase in the temperature set point of the body. Source: Wikipedia,Patients with heat exhaustion often receive hematologic tests, complete blood count, intravenous fluid replacement, kidney function tests, electrolytes panel, electrocardiogram, glucose measurement and urinalysis .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Intravenous fluid replacement', 'Kidney function tests (Kidney function test)', 'Electrolytes panel', 'Electrocardiogram', 'Glucose measurement (Glucose level)', 'Urinalysis']","The most commonly prescribed drugs for patients with heat exhaustion include potassium bicarbonate, buprenorphine (suboxone), naloxone (suboxone) and sodium bicarbonate .","['Potassium Bicarbonate', 'Buprenorphine (Suboxone)', 'Naloxone (Suboxone)', 'Sodium Bicarbonate']","Within all the people who go to their doctor with heat exhaustion, 80% report having dizziness, 68% report having weakness, and 64% report having headache. The symptoms that are highly suggestive of heat exhaustion are dizziness, weakness, fainting, fluid retention, leg cramps or spasms, feeling hot, and sweating, although you may still have heat exhaustion without those symptoms.",['30-44'],"['1-4', '< 1']",['NA'],['male'],['other'],['NA']
674,Psychotic disorder,"{'Depressive or psychotic symptoms': '74', 'Depression': '54', 'Delusions or hallucinations': '45', 'Anxiety and nervousness': '42', 'Hostile behavior': '35', 'Excessive anger': '17', 'Insomnia': '16', 'Drug abuse': '16', 'Fears and phobias': '12', 'Abusing alcohol': '11', 'Temper problems': '10', 'Hysterical behavior': '5'}"," Psychosis (from the Greek ψυχή ""psyche"", for mind/soul, and -ωσις ""-osis"", for abnormal condition or derangement) refers to an abnormal condition of the mind, and is a generic psychiatric term for a mental state often described as involving a ""loss of contact with reality"". People suffering from psychosis are described as psychotic. Psychosis is given to the more severe forms of psychiatric disorder, during which hallucinations and/or delusions, violence and impaired insight may occur. Source: Wikipedia,Patients with psychotic disorder often receive psychotherapy, mental health counseling, urinalysis, glucose measurement, kidney function tests, electrolytes panel, toxicology screen and blood alcohol .","['Psychotherapy', 'Mental health counseling', 'Urinalysis', 'Glucose measurement (Glucose level)', 'Kidney function tests (Kidney function test)', 'Electrolytes panel', 'Toxicology screen', 'Blood alcohol']","The most commonly prescribed drugs for patients with psychotic disorder include risperidone, quetiapine (seroquel), aripiprazole (abilify), olanzapine (zyprexa), haloperidol, divalproex sodium (depakote), methylphenidate, benztropine, ziprasidone (geodon), oxcarbazepine (trileptal), lithium (li), atomoxetine (strattera) and dexmethylphenidate (focalin) .","['Risperidone', 'Quetiapine (Seroquel)', 'Aripiprazole (Abilify)', 'Olanzapine (Zyprexa)', 'Haloperidol', 'Divalproex Sodium (Depakote)', 'Methylphenidate', 'Benztropine', 'Ziprasidone (Geodon)', 'Oxcarbazepine (Trileptal)', 'Lithium (Li)', 'Atomoxetine (Strattera)', 'Dexmethylphenidate (Focalin)']","Within all the people who go to their doctor with psychotic disorder, 74% report having depressive or psychotic symptoms, 54% report having depression, and 45% report having delusions or hallucinations. The symptoms that are highly suggestive of psychotic disorder are depressive or psychotic symptoms, delusions or hallucinations, hostile behavior, excessive anger, fears and phobias, and hysterical behavior, although you may still have psychotic disorder without those symptoms.",['5-14'],"['1-4', '< 1']",['NA'],['NA'],['NA'],['NA']
675,Frostbite,"{'Loss of sensation': '55', 'Foot or toe pain': '55', 'Ache all over': '37', 'Hand or finger swelling': '37', 'Sharp chest pain': '37', 'Fainting': '37', 'Back pain': '37', 'Elbow cramps or spasms': '3', 'Nailbiting': '3', 'Low back weakness': '3', 'Feeling hot and cold': '3', 'Elbow weakness': '3'}"," Frostbite (congelatio in medical terminology) is the medical condition where localized damage is caused to skin and other tissues due to freezing. Frostbite is most likely to happen in body parts farthest from the heart and those with large exposed areas. The initial stages of frostbite are sometimes called ""frost nip"". Source: Wikipedia,Patients with frostbite often receive wound care management, complete physical skin exam performed (ml), cardiac enzymes measurement, debridement of wound; infection or burn, prophylactic vaccinations and inoculations, insertion of catheter into urinary bladder, excision and cat scan of head .","['Wound care management', 'Complete physical skin exam performed (ML)', 'Cardiac enzymes measurement (Cardiac enzymes test)', 'Debridement of wound; infection or burn', 'Prophylactic vaccinations and inoculations', 'Insertion of catheter into urinary bladder', 'Excision (Removal)', 'CAT scan of head (Head ct)']","The most commonly prescribed drugs for patients with frostbite include acetaminophen / codeine, silver sulfadiazine topical, digoxin, amiodarone, oxybutynin, glyburide, tetanus toxoid vaccine (adacel), chlorpheniramine / phenindamine / phenylpropanolamine, mecamylamine, grepafloxacin (raxar), malathion topical, gemtuzumab (mylotarg) and gadoteridol (prohance) .","['Silver Sulfadiazine Topical', 'Digoxin', 'Amiodarone', 'Oxybutynin', 'Glyburide', 'Tetanus Toxoid Vaccine (Adacel)', 'Mecamylamine', 'Grepafloxacin (Raxar)', 'Malathion Topical', 'Gemtuzumab (Mylotarg)', 'Gadoteridol (Prohance)']","Within all the people who go to their doctor with frostbite, 55% report having loss of sensation, 55% report having foot or toe pain, and 37% report having hand or finger swelling. The symptoms that are highly suggestive of frostbite are hand or finger swelling, elbow cramps or spasms, nailbiting, low back weakness, feeling hot and cold, and elbow weakness, although you may still have frostbite without those symptoms.","['30-44', '15-29']","['75+', '5-14', '1-4']",['other'],['male'],['NA'],['NA']
