code,name,symptoms
423,Allergy to animals,"{'Nasal congestion': '88', 'Allergic reaction': '77', 'Itchiness of eye': '67', 'Cough': '67', 'Fever': '49', 'Sore throat': '49', 'Smoking problems': '49', 'Acne or pimples': '49', 'Peripheral edema': '49', 'Abnormal appearing skin': '49', 'Cross-eyed': '4', 'Wrist weakness': '4'}"
424,Orthostatic hypotension,"{'Dizziness': '86', 'Fainting': '69', 'Weakness': '54', 'Headache': '40', 'Sharp chest pain': '24', 'Feeling ill': '21', 'Fatigue': '21', 'Irregular heartbeat': '16', 'Increased heart rate': '11', 'Hurts to breath': '11', 'Abnormal involuntary movements': '11', 'Palpitations': '11'}"
425,Obstructive sleep apnea (OSA),"{'Abnormal breathing sounds': '83', 'Apnea': '77', 'Sleepiness': '76', 'Difficulty breathing': '51', 'Fatigue': '50', 'Insomnia': '46', 'Shortness of breath': '28', 'Abnormal involuntary movements': '15', 'Weight gain': '14', 'Difficulty in swallowing': '13', 'Mouth dryness': '5', 'Sweating': '4'}"
426,Hypokalemia,"{'Vomiting': '62', 'Nausea': '58', 'Sharp abdominal pain': '53', 'Dizziness': '47', 'Sharp chest pain': '47', 'Weakness': '47', 'Diarrhea': '45', 'Shortness of breath': '33', 'Fainting': '32', 'Fever': '31', 'Headache': '27', 'Loss of sensation': '21'}"
427,Psoriasis,"{'Skin rash': '64', 'Itching of skin': '38', 'Skin dryness peeling scaliness or roughness': '26', 'Skin lesion': '24', 'Abnormal appearing skin': '22', 'Itchy scalp': '16', 'Irregular appearing scalp': '14', 'Joint pain': '13', 'Skin moles': '10', 'Skin growth': '9', 'Skin swelling': '7', 'Acne or pimples': '7'}"
428,Dislocation of the shoulder,"{'Shoulder pain': '91', 'Arm pain': '32', 'Wrist pain': '11', 'Shoulder stiffness or tightness': '7', 'Arm stiffness or tightness': '7', 'Arm swelling': '5', 'Redness in or around nose': '3', 'Neck mass': '3', 'Leg weakness': '3', 'Shoulder lump or mass': '3'}"
429,Intussusception,"{'Sharp abdominal pain': '85', 'Vomiting': '51', 'Diarrhea': '51', 'Regurgitation': '51', 'Constipation': '51', 'Upper abdominal pain': '51', 'Blood in stool': '51', 'Nausea': '51', 'Cross-eyed': '4', 'Itchy eyelid': '4', 'Excessive growth': '4', 'Emotional symptoms': '4'}"
430,Cervicitis,"{'Sharp abdominal pain': '73', 'Vaginal discharge': '70', 'Pelvic pain': '46', 'Painful urination': '41', 'Lower abdominal pain': '41', 'Burning abdominal pain': '27', 'Nausea': '27', 'Vaginal itching': '24', 'Vaginal pain': '24', 'Cramps and spasms': '17', 'Pain during pregnancy': '17', 'Suprapubic pain': '13'}"
431,Abscess of the pharynx,"{'Sore throat': '83', 'Fever': '69', 'Nasal congestion': '58', 'Cough': '51', 'Difficulty in swallowing': '48', 'Ear pain': '34', 'Headache': '34', 'Sharp chest pain': '27', 'Coughing up sputum': '27', 'Allergic reaction': '27', 'Feeling ill': '20', 'Throat swelling': '20'}"
432,Primary thrombocythemia,"{'Dizziness': '28', 'Fatigue': '21', 'Sweating': '12', 'Flatulence': '12', 'Rectal bleeding': '12', 'Fluid retention': '12', 'Pain of the anus': '12', 'Joint pain': '12', 'Muscle pain': '12', 'Frequent urination': '12', 'Abusing alcohol': '12', 'Symptoms of eye': '12'}"
433,Arthritis of the hip,"{'Hip pain': '93', 'Leg pain': '56', 'Low back pain': '43', 'Back pain': '41', 'Knee pain': '37', 'Ache all over': '24', 'Groin pain': '20', 'Lower body pain': '14', 'Problems with movement': '13', 'Pelvic pain': '10', 'Joint pain': '9', 'Hip stiffness or tightness': '3'}"
434,Decubitus ulcer,"{'Skin lesion': '78', 'Difficulty speaking': '11', 'Skin on leg or foot looks infected': '6', 'Skin pain': '1', 'Incontinence of stool': '1', 'Penis redness': '1', 'Disturbance of smell or taste': '1'}"
435,Hypernatremia,"{'Weakness': '64', 'Difficulty breathing': '53', 'Fever': '45', 'Fluid retention': '45', 'Depressive or psychotic symptoms': '35', 'Vomiting': '35', 'Shortness of breath': '35', 'Ache all over': '35', 'Apnea': '21', 'Heavy menstrual flow': '21', 'Problems with movement': '21', 'Fainting': '21'}"
436,Sensorineural hearing loss,"{'Diminished hearing': '90', 'Plugged feeling in ear': '57', 'Ringing in ear': '49', 'Dizziness': '48', 'Ear pain': '39', 'Nasal congestion': '25', 'Fluid in ear': '13', 'Hoarse voice': '11', 'Redness in ear': '11', 'Itchy ear(s)': '9', 'Throat feels tight': '4', 'Neck mass': '4'}"
437,Chronic ulcer,"{'Skin lesion': '83', 'Skin on leg or foot looks infected': '7', 'Skin pain': '1'}"
438,Osteoporosis,"{'Back pain': '36', 'Hip pain': '20', 'Joint pain': '15', 'Bones are painful': '10', 'Disturbance of memory': '7', 'Muscle cramps contractures or spasms': '5', 'Stomach bloating': '4', 'Leg cramps or spasms': '2', 'Low back stiffness or tightness': '2', 'Melena': '2', 'Excessive urination at night': '2', 'Early or late onset of menopause': '1'}"
439,Ileus,"{'Sharp abdominal pain': '88', 'Vomiting': '77', 'Nausea': '70', 'Diarrhea': '64', 'Constipation': '57', 'Burning abdominal pain': '33', 'Stomach bloating': '27', 'Headache': '27', 'Side pain': '20', 'Lower abdominal pain': '20', 'Upper abdominal pain': '20', 'Pain of the anus': '11'}"
440,Sickle cell crisis,"{'Ache all over': '73', 'Leg pain': '71', 'Back pain': '68', 'Sharp chest pain': '54', 'Arm pain': '49', 'Hip pain': '38', 'Low back pain': '33', 'Sharp abdominal pain': '31', 'Knee pain': '28', 'Fever': '25', 'Vomiting': '25', 'Burning abdominal pain': '18'}"
441,Urethritis,"{'Painful urination': '83', 'Penile discharge': '74', 'Frequent urination': '39', 'Sharp abdominal pain': '37', 'Blood in urine': '34', 'Penis pain': '32', 'Retention of urine': '30', 'Pain in testicles': '27', 'Suprapubic pain': '27', 'Pelvic pain': '12', 'Vaginal itching': '12', 'Itching of skin': '12'}"
442,Prostatitis,"{'Painful urination': '58', 'Frequent urination': '52', 'Retention of urine': '41', 'Pain in testicles': '41', 'Blood in urine': '37', 'Symptoms of prostate': '34', 'Sharp abdominal pain': '34', 'Fever': '32', 'Back pain': '30', 'Impotence': '26', 'Lower abdominal pain': '22', 'Chills': '20'}"
443,Otitis externa (swimmer's ear),"{'Ear pain': '94', 'Fluid in ear': '38', 'Redness in ear': '36', 'Plugged feeling in ear': '34', 'Fever': '32', 'Sore throat': '31', 'Cough': '28', 'Diminished hearing': '27', 'Facial pain': '17', 'Itchy ear(s)': '14', 'Bleeding from ear': '14', 'Ringing in ear': '7'}"
444,Poisoning due to anticonvulsants,"{'Problems with movement': '53', 'Seizures': '53', 'Dizziness': '45', 'Vomiting': '35', 'Feeling ill': '35', 'Depression': '35', 'Headache': '35', 'Difficulty speaking': '21', 'Ringing in ear': '21', 'Itching of skin': '21', 'Pain in eye': '21', 'Slurring words': '21'}"
445,Testicular torsion,"{'Pain in testicles': '80', 'Symptoms of the scrotum and testes': '76', 'Swelling of scrotum': '63', 'Sharp abdominal pain': '52', 'Back pain': '34', 'Burning abdominal pain': '34', 'Emotional symptoms': '2', 'Elbow cramps or spasms': '2', 'Nailbiting': '2', 'Itching of scrotum': '2', 'Elbow weakness': '2', 'Muscle swelling': '2'}"
446,Tricuspid valve disease,"{'Anxiety and nervousness': '51', 'Drainage in throat': '51', 'Back pain': '51', 'Excessive growth': '4', 'Itchy eyelid': '4', 'Cross-eyed': '4', 'Wrist weakness': '4', 'Elbow weakness': '4', 'Elbow cramps or spasms': '4', 'Emotional symptoms': '4', 'Hip stiffness or tightness': '4', 'Nailbiting': '4'}"
447,Urethral stricture,"{'Retention of urine': '73', 'Painful urination': '36', 'Frequent urination': '34', 'Suprapubic pain': '34', 'Involuntary urination': '27', 'Blood in urine': '24', 'Symptoms of bladder': '16', 'Symptoms of prostate': '11', 'Symptoms of the scrotum and testes': '6', 'Excessive urination at night': '6', 'Penis redness': '6', 'Swelling of scrotum': '6'}"
448,Vitamin D deficiency,"{'Fatigue': '40', 'Joint pain': '9', 'Hot flashes': '9', 'Weight gain': '9', 'Skin irritation': '3', 'Arm stiffness or tightness': '3', 'Smoking problems': '3', 'Mouth dryness': '3', 'Infrequent menstruation': '3', 'Feeling hot': '3', 'Melena': '3', 'Back stiffness or tightness': '3'}"
449,Hydatidiform mole,"{'Spotting or bleeding during pregnancy': '71', 'Pain during pregnancy': '52', 'Problems during pregnancy': '44', 'Sharp abdominal pain': '44', 'Low back pain': '34', 'Nausea': '34', 'Dizziness': '34', 'Vomiting': '34', 'Pelvic pain': '34', 'Diminished vision': '21', 'Side pain': '21', 'Burning abdominal pain': '21'}"
450,Pain disorder affecting the neck,"{'Neck pain': '86', 'Headache': '84', 'Back pain': '40', 'Loss of sensation': '37', 'Neck stiffness or tightness': '37', 'Shoulder pain': '37', 'Low back pain': '34', 'Dizziness': '27', 'Arm pain': '22', 'Paresthesia': '22', 'Insomnia': '18', 'Disturbance of memory': '13'}"
451,Tuberculosis,"{'Cough': '33', 'Shortness of breath': '31', 'Sweating': '10', 'Congestion in chest': '10', 'Hemoptysis': '5', 'Skin dryness peeling scaliness or roughness': '5', 'Drainage in throat': '5', 'Hurts to breath': '5', 'Itchiness of eye': '5', 'Back cramps or spasms': '5', 'Vaginal itching': '5'}"
452,Pelvic fistula,"{'Vaginal discharge': '52', 'Dizziness': '34', 'Rectal bleeding': '34', 'Back pain': '34', 'Recent pregnancy': '34', 'Fainting': '34', 'Heartburn': '34', 'Elbow cramps or spasms': '2', 'Nailbiting': '2', 'Itching of scrotum': '2', 'Muscle swelling': '2', 'Elbow weakness': '2'}"
453,Acute bronchiolitis,"{'Cough': '91', 'Fever': '78', 'Nasal congestion': '76', 'Wheezing': '59', 'Difficulty breathing': '56', 'Vomiting': '42', 'Coryza': '41', 'Shortness of breath': '33', 'Decreased appetite': '18', 'Irritable infant': '13', 'Pulling at ears': '12', 'Hurts to breath': '8'}"
454,Presbyopia,"{'Diminished vision': '83', 'Symptoms of eye': '35', 'Spots or clouds in vision': '33', 'Itchiness of eye': '15', 'Eye redness': '15', 'Pain in eye': '15', 'Eye burns or stings': '12', 'Foreign body sensation in eye': '12', 'Lacrimation': '8', 'Abnormal movement of eyelid': '8', 'Mass on eyelid': '4', 'Difficulty speaking': '4'}"
455,Dementia,"{'Disturbance of memory': '53', 'Problems with movement': '45', 'Dizziness': '32', 'Depressive or psychotic symptoms': '32', 'Abnormal involuntary movements': '26', 'Paresthesia': '21', 'Hostile behavior': '21', 'Delusions or hallucinations': '15', 'Difficulty speaking': '13', 'Insomnia': '13', 'Disturbance of smell or taste': '13', 'Focal weakness': '9'}"
456,Insect bite,"{'Skin rash': '71', 'Abnormal appearing skin': '47', 'Itching of skin': '46', 'Skin swelling': '31', 'Skin lesion': '26', 'Peripheral edema': '19', 'Hand or finger swelling': '17', 'Arm swelling': '17', 'Leg swelling': '13', 'Swollen eye': '13', 'Fluid retention': '6', 'Lip swelling': '5'}"
457,Paroxysmal ventricular tachycardia,"{'Shortness of breath': '43', 'Sharp chest pain': '34', 'Dizziness': '32', 'Palpitations': '32', 'Fainting': '25', 'Irregular heartbeat': '23', 'Fatigue': '20', 'Increased heart rate': '14', 'Chest tightness': '11', 'Weight gain': '8', 'Decreased heart rate': '4', 'Slurring words': '4'}"
458,Congenital heart defect,"{'Sharp chest pain': '26', 'Lack of growth': '6', 'Lymphedema': '6', 'Arm swelling': '4', 'Infant feeding problem': '4', 'Slurring words': '2', 'Irregular belly button': '2', 'Cross-eyed': '2', 'Neck cramps or spasms': '2', 'Decreased heart rate': '2', 'Excessive appetite': '2', 'Hand or finger stiffness or tightness': '2'}"
459,Connective tissue disorder,"{'Joint pain': '46', 'Skin rash': '36', 'Fatigue': '36', 'Foot or toe pain': '36', 'Fever': '36', 'Feeling ill': '36', 'Paresthesia': '36', 'Ache all over': '36', 'Arm pain': '36', 'Headache': '36', 'Lymphedema': '22', 'Difficulty in swallowing': '22'}"
460,Foreign body in the eye,"{'Pain in eye': '79', 'Eye redness': '47', 'Foreign body sensation in eye': '38', 'Eye burns or stings': '22', 'Lacrimation': '18', 'Symptoms of eye': '13', 'Swollen eye': '13', 'Itchiness of eye': '8', 'White discharge from eye': '3', 'Abnormal movement of eyelid': '3', 'Eyelid lesion or rash': '3', 'Eyelid swelling': '3'}"
461,Poisoning due to gas,"{'Shortness of breath': '62', 'Cough': '59', 'Nausea': '49', 'Headache': '49', 'Sharp chest pain': '40', 'Nasal congestion': '40', 'Dizziness': '35', 'Difficulty breathing': '35', 'Sore throat': '35', 'Wheezing': '28', 'Fever': '28', 'Drainage in throat': '21'}"
462,Pyogenic skin infection,"{'Abnormal appearing skin': '46', 'Skin lesion': '35', 'Leg pain': '30', 'Skin rash': '29', 'Leg swelling': '25', 'Foot or toe pain': '24', 'Skin on leg or foot looks infected': '24', 'Peripheral edema': '23', 'Skin swelling': '20', 'Hand or finger swelling': '19', 'Hand or finger pain': '17', 'Foot or toe swelling': '16'}"
463,Endometrial hyperplasia,"{'Vaginal bleeding after menopause': '53', 'Heavy menstrual flow': '45', 'Unpredictable menstruation': '35', 'Involuntary urination': '21', 'Vaginal discharge': '21', 'Pelvic pain': '21', 'Pus in sputum': '1', 'Muscle swelling': '1', 'Elbow cramps or spasms': '1', 'Abnormal size or shape of ear': '1', 'Back weakness': '1', 'Low back weakness': '1'}"
464,Acanthosis nigricans,"{'Weight gain': '78', 'Skin lesion': '34', 'Allergic reaction': '17', 'Acne or pimples': '17', 'Infertility': '17', 'Skin growth': '9', 'Pain or soreness of breast': '9', 'Skin moles': '9', 'Unwanted hair': '9', 'Fluid retention': '9', 'Apnea': '9', 'Warts': '9'}"
465,Central atherosclerosis,"{'Shortness of breath': '43', 'Fatigue': '31', 'Blood in urine': '23', 'Excessive urination at night': '23', 'Weight gain': '13', 'Symptoms of the kidneys': '13', 'Muscle pain': '13', 'Irregular heartbeat': '13', 'Increased heart rate': '13', 'Hand or finger cramps or spasms': '13', 'Peripheral edema': '13', 'Joint pain': '13'}"
466,Viral exanthem,"{'Skin rash': '97', 'Fever': '79', 'Cough': '40', 'Nasal congestion': '35', 'Vomiting': '31', 'Abnormal appearing skin': '27', 'Itching of skin': '25', 'Decreased appetite': '17', 'Pulling at ears': '11', 'Skin swelling': '8', 'Lip sore': '8', 'Flu-like syndrome': '8'}"
467,Blastomycosis,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
468,Noninfectious gastroenteritis,"{'Vomiting': '93', 'Diarrhea': '88', 'Nausea': '75', 'Sharp abdominal pain': '72', 'Fever': '58', 'Burning abdominal pain': '40', 'Headache': '25', 'Blood in stool': '15', 'Decreased appetite': '14', 'Chills': '11', 'Fluid retention': '7', 'Rectal bleeding': '6'}"
469,Benign prostatic hyperplasia (BPH),"{'Retention of urine': '58', 'Symptoms of prostate': '48', 'Frequent urination': '42', 'Blood in urine': '34', 'Excessive urination at night': '30', 'Impotence': '24', 'Involuntary urination': '10', 'Symptoms of bladder': '8', 'Pain in testicles': '7', 'Hesitancy': '5', 'Swelling of scrotum': '4', 'Low urine output': '3'}"
470,Menopause,"{'Hot flashes': '58', 'Unpredictable menstruation': '23', 'Sweating': '21', 'Pelvic pain': '10', 'Long menstrual periods': '10', 'Involuntary urination': '10', 'Vaginal dryness': '8', 'Vaginal itching': '8', 'Weight gain': '8', 'Heavy menstrual flow': '8', 'Loss of sex drive': '8', 'Absence of menstruation': '5'}"
471,Primary immunodeficiency,"{'Fatigue': '32', 'Cough': '28', 'Frontal headache': '16', 'Painful sinuses': '12', 'Upper abdominal pain': '12', 'Decreased appetite': '12', 'Arm stiffness or tightness': '6', 'Skin irritation': '6', 'Joint pain': '6', 'Temper problems': '6', 'Mouth ulcer': '6', 'Swollen tongue': '6'}"
472,Ovarian cancer,"{'Sharp abdominal pain': '35', 'Decreased appetite': '9', 'Fluid retention': '6', 'Regurgitation': '6', 'Stomach bloating': '6', 'Groin mass': '3', 'Symptoms of the kidneys': '3', 'Difficulty eating': '3', 'Absence of menstruation': '3'}"
473,Cataract,"{'Diminished vision': '77', 'Spots or clouds in vision': '33', 'Symptoms of eye': '27', 'Pain in eye': '19', 'Lacrimation': '15', 'Itchiness of eye': '13', 'Blindness': '9', 'Foreign body sensation in eye': '8', 'Eye burns or stings': '8', 'Double vision': '8', 'Cloudy eye': '7', 'Abnormal movement of eyelid': '4'}"
474,Dislocation of the hip,"{'Hip pain': '90', 'Knee pain': '24', 'Leg pain': '24', 'Back pain': '24', 'Groin pain': '14', 'Hip stiffness or tightness': '14', 'Abusing alcohol': '14'}"
475,Spinal stenosis,"{'Neck pain': '87', 'Back pain': '71', 'Low back pain': '52', 'Shoulder pain': '44', 'Headache': '42', 'Leg pain': '41', 'Arm pain': '32', 'Loss of sensation': '29', 'Hip pain': '21', 'Lower body pain': '15', 'Problems with movement': '13', 'Paresthesia': '12'}"
476,Intestinal obstruction,"{'Constipation': '90', 'Sharp abdominal pain': '80', 'Nausea': '52', 'Diarrhea': '52', 'Vomiting': '49', 'Retention of urine': '46', 'Burning abdominal pain': '43', 'Pain of the anus': '34', 'Stomach bloating': '17', 'Vomiting blood': '9', 'Incontinence of stool': '9', 'Vaginal itching': '9'}"
477,Heart contusion,"{'Apnea': '51', 'Sharp chest pain': '51', 'Depression': '51', 'Fainting': '51', 'Itchy eyelid': '4', 'Cross-eyed': '4', 'Excessive growth': '4', 'Elbow cramps or spasms': '4', 'Wrist weakness': '4', 'Elbow weakness': '4', 'Hip stiffness or tightness': '4', 'Nailbiting': '4'}"
478,Congenital malformation syndrome,"{'Lack of growth': '39', 'Seizures': '31', 'Gum pain': '15', 'Diminished hearing': '8', 'Leg stiffness or tightness': '8', 'Rib pain': '8', 'Fluid retention': '8', 'Ringing in ear': '8', 'Delusions or hallucinations': '8', 'Symptoms of the kidneys': '8', 'Difficulty eating': '8', 'Groin pain': '8'}"
479,Sporotrichosis,"{'Knee pain': '100', 'Knee swelling': '100', 'Shoulder cramps or spasms': '32', 'Ankle pain': '32', 'Wrist pain': '32', 'Pain during pregnancy': '32', 'Joint stiffness or tightness': '32', 'Excessive anger': '32', 'Pain or soreness of breast': '32', 'Knee lump or mass': '32', 'Facial pain': '32', 'Pain in eye': '32'}"
480,Lymphangitis,"{'Skin on arm or hand looks infected': '52', 'Neck swelling': '52', 'Skin on leg or foot looks infected': '52', 'Skin on head or neck looks infected': '34', 'Foot or toe lump or mass': '34', 'Flu-like syndrome': '34', 'Foot or toe pain': '34', 'Facial pain': '34', 'Neck pain': '34', 'Arm pain': '34', 'Abnormal appearing skin': '34', 'Skin irritation': '34'}"
481,Wernicke Korsakoff syndrome,"{'Depressive or psychotic symptoms': '74', 'Abusing alcohol': '49', 'Delusions or hallucinations': '49', 'Leg pain': '32', 'Fainting': '32', 'Hostile behavior': '32', 'Paresthesia': '32', 'Arm pain': '32', 'Anxiety and nervousness': '32', 'Vomiting blood': '32', 'Headache': '32', 'Disturbance of memory': '32'}"
482,Intestinal disease,"{'Sharp abdominal pain': '77', 'Vomiting': '47', 'Diarrhea': '45', 'Regurgitation': '34', 'Rectal bleeding': '34', 'Burning abdominal pain': '31', 'Constipation': '31', 'Nausea': '28', 'Upper abdominal pain': '28', 'Sharp chest pain': '25', 'Fainting': '22', 'Weakness': '22'}"
483,Acute bronchitis,"{'Cough': '92', 'Nasal congestion': '66', 'Fever': '63', 'Sore throat': '55', 'Shortness of breath': '52', 'Coryza': '49', 'Sharp chest pain': '46', 'Coughing up sputum': '37', 'Congestion in chest': '33', 'Headache': '32', 'Difficulty breathing': '30', 'Wheezing': '27'}"
484,Persistent vomiting of unknown cause,"{'Vomiting': '96', 'Nausea': '83', 'Sharp abdominal pain': '72', 'Diarrhea': '52', 'Fever': '28', 'Problems during pregnancy': '24', 'Headache': '24', 'Dizziness': '24', 'Cramps and spasms': '13', 'Abnormal involuntary movements': '13', 'Vomiting blood': '13', 'Decreased appetite': '13'}"
485,Open wound of the foot,"{'Foot or toe pain': '44', 'Skin lesion': '23', 'Foot or toe swelling': '10', 'Skin on leg or foot looks infected': '6', 'Irregular appearing nails': '4', 'Foot or toe lump or mass': '1', 'Skin pain': '1'}"
486,Myocarditis,"{'Palpitations': '67', 'Ache all over': '56', 'Cough': '56', 'Chest tightness': '56', 'Fever': '56', 'Sharp chest pain': '56', 'Weakness': '38', 'Diarrhea': '38', 'Headache': '38', 'Difficulty breathing': '38', 'Dizziness': '38', 'Coughing up sputum': '38'}"
487,Preeclampsia,"{'Headache': '39', 'Pain during pregnancy': '34', 'Problems during pregnancy': '31', 'Sharp abdominal pain': '29', 'Uterine contractions': '27', 'Lower abdominal pain': '15', 'Recent pregnancy': '13', 'Spots or clouds in vision': '7', 'Cramps and spasms': '4', 'Vaginal redness': '4'}"
488,Ischemic heart disease,"{'Sharp chest pain': '57', 'Shortness of breath': '48', 'Difficulty breathing': '32', 'Palpitations': '31', 'Dizziness': '28', 'Fatigue': '27', 'Chest tightness': '26', 'Peripheral edema': '13', 'Lymphedema': '8', 'Increased heart rate': '5', 'Muscle pain': '5', 'Throat feels tight': '3'}"
489,Neurofibromatosis,"{'Headache': '43', 'Abnormal appearing skin': '27', 'Abnormal involuntary movements': '15', 'Diminished hearing': '15', 'Leg swelling': '15', 'Incontinence of stool': '8', 'Leg weakness': '8', 'Neck mass': '8', 'Mass on vulva': '8', 'Warts': '8', 'Groin mass': '8', 'Foot or toe lump or mass': '8'}"
490,Chickenpox,"{'Skin rash': '93', 'Fever': '62', 'Abnormal appearing skin': '45', 'Itching of skin': '40', 'Ache all over': '28', 'Cough': '28', 'Skin lesion': '28', 'Skin swelling': '28', 'Pain in testicles': '12', 'Problems during pregnancy': '12', 'Irritable infant': '12', 'Eye redness': '12'}"
491,Pancreatic cancer,"{'Sharp abdominal pain': '49', 'Nausea': '33', 'Ache all over': '27', 'Fatigue': '27', 'Diarrhea': '25', 'Jaundice': '16', 'Constipation': '13', 'Stomach bloating': '13', 'Arm swelling': '4', 'Elbow swelling': '4', 'Irregular appearing scalp': '4', 'Vomiting blood': '4'}"
492,Neuropathy due to drugs,"{'Loss of sensation': '79', 'Foot or toe pain': '58', 'Paresthesia': '58', 'Problems with movement': '50', 'Sharp abdominal pain': '40', 'Cough': '40', 'Nausea': '25', 'Weakness': '25', 'Vomiting': '25', 'Facial pain': '25', 'Fatigue': '25', 'Hand or finger pain': '25'}"
493,Croup,"{'Cough': '94', 'Fever': '77', 'Difficulty breathing': '66', 'Nasal congestion': '66', 'Wheezing': '50', 'Shortness of breath': '37', 'Vomiting': '32', 'Sore throat': '26', 'Coryza': '24', 'Hoarse voice': '12', 'Abnormal breathing sounds': '10', 'Pulling at ears': '9'}"
494,Idiopathic excessive menstruation,"{'Heavy menstrual flow': '77', 'Unpredictable menstruation': '33', 'Pelvic pain': '30', 'Sharp abdominal pain': '30', 'Painful menstruation': '28', 'Long menstrual periods': '23', 'Intermenstrual bleeding': '17', 'Blood clots during menstrual periods': '16', 'Frequent menstruation': '13', 'Cramps and spasms': '12', 'Vaginal discharge': '9', 'Involuntary urination': '8'}"
495,Amblyopia,"{'Diminished vision': '70', 'Eye deviation': '33', 'Pain in eye': '23', 'Foreign body sensation in eye': '11', 'Cross-eyed': '11', 'Spots or clouds in vision': '11', 'Pus draining from ear': '6', 'White discharge from eye': '6', 'Neck stiffness or tightness': '6', 'Abnormal movement of eyelid': '6', 'Itchiness of eye': '6', 'Eye moves abnormally': '6'}"
496,Meckel diverticulum,"{'Upper abdominal pain': '91', 'Lower abdominal pain': '91', 'Knee lump or mass': '20', 'Excessive growth': '20', 'Pelvic pressure': '20', 'Vulvar sore': '20', 'Loss of sex drive': '20', 'Bedwetting': '20', 'Neck cramps or spasms': '20', 'Shoulder swelling': '20', 'Eye strain': '20', 'Joint stiffness or tightness': '20'}"
497,Dislocation of the wrist,"{'Arm pain': '68', 'Elbow pain': '58', 'Hand or finger swelling': '58', 'Hand or finger pain': '58', 'Depression': '40', 'Arm stiffness or tightness': '40', 'Wrist pain': '40', 'Elbow weakness': '3', 'Wrist weakness': '3', 'Eye strain': '3', 'Feeling hot and cold': '3', 'Nailbiting': '3'}"
498,Ear drum damage,"{'Ear pain': '80', 'Diminished hearing': '60', 'Fluid in ear': '43', 'Redness in ear': '41', 'Bleeding from ear': '30', 'Nasal congestion': '28', 'Cough': '25', 'Plugged feeling in ear': '22', 'Ringing in ear': '16', 'Pulling at ears': '13', 'Pus draining from ear': '9', 'Flu-like syndrome': '9'}"
499,Erectile dysfunction,"{'Impotence': '84', 'Retention of urine': '28', 'Symptoms of prostate': '23', 'Frequent urination': '22', 'Blood in urine': '16', 'Pain in testicles': '14', 'Loss of sex drive': '12', 'Excessive urination at night': '11', 'Involuntary urination': '7', 'Premature ejaculation': '7', 'Penis pain': '7', 'Pain during intercourse': '6'}"
500,Temporary or benign blood in urine,"{'Blood in urine': '89', 'Sharp abdominal pain': '40', 'Side pain': '35', 'Painful urination': '35', 'Retention of urine': '32', 'Suprapubic pain': '31', 'Back pain': '29', 'Frequent urination': '25', 'Lower abdominal pain': '17', 'Involuntary urination': '14', 'Symptoms of bladder': '8', 'Regurgitation': '6'}"
501,Kidney disease due to longstanding hypertension,"{'Shortness of breath': '31', 'Symptoms of the kidneys': '24', 'Difficulty speaking': '3', 'Incontinence of stool': '2', 'Foot or toe cramps or spasms': '2', 'Unusual color or odor to urine': '2', 'Excessive appetite': '2', 'Polyuria': '2', 'Too little hair': '2', 'Stuttering or stammering': '2', 'Feeling cold': '2'}"
502,Chondromalacia of the patella,"{'Knee pain': '95', 'Leg pain': '26', 'Knee swelling': '22', 'Knee stiffness or tightness': '17', 'Problems with movement': '17', 'Knee weakness': '12', 'Joint pain': '12', 'Elbow pain': '12', 'Bones are painful': '7'}"
503,Onychomycosis,"{'Skin rash': '66', 'Irregular appearing nails': '61', 'Foot or toe pain': '41', 'Abnormal appearing skin': '28', 'Diaper rash': '28', 'Itching of skin': '21', 'Skin growth': '21', 'Skin dryness peeling scaliness or roughness': '11', 'Skin irritation': '10', 'Skin swelling': '10', 'Skin on leg or foot looks infected': '6', 'Too little hair': '4'}"
504,Urethral disorder,"{'Painful urination': '61', 'Involuntary urination': '58', 'Retention of urine': '55', 'Frequent urination': '52', 'Sharp abdominal pain': '52', 'Suprapubic pain': '34', 'Vomiting': '28', 'Pelvic pain': '28', 'Blood in urine': '28', 'Symptoms of bladder': '20', 'Side pain': '20', 'Abusing alcohol': '11'}"
505,Lyme disease,"{'Fever': '49', 'Skin rash': '46', 'Headache': '46', 'Fatigue': '42', 'Abnormal appearing skin': '37', 'Loss of sensation': '26', 'Depressive or psychotic symptoms': '26', 'Joint pain': '19', 'Chills': '19', 'Hip pain': '19', 'Hand or finger pain': '19', 'Symptoms of the face': '10'}"
506,Iron deficiency anemia,"{'Fatigue': '39', 'Weakness': '28', 'Dizziness': '25', 'Heavy menstrual flow': '15', 'Rectal bleeding': '13', 'Blood in stool': '9', 'Weight gain': '8', 'Melena': '6', 'Heartburn': '6', 'Regurgitation': '5', 'Intermenstrual bleeding': '3', 'Absence of menstruation': '3'}"
507,Acute respiratory distress syndrome (ARDS),"{'Shortness of breath': '84', 'Difficulty breathing': '72', 'Cough': '45', 'Sharp chest pain': '39', 'Depressive or psychotic symptoms': '35', 'Fever': '32', 'Wheezing': '20', 'Hurts to breath': '11', 'Chest tightness': '11', 'Chills': '9', 'Coughing up sputum': '9', 'Congestion in chest': '9'}"
